Title,Creators,DOI,Publisher,Year Published
alan-turing-institute/MLJ.jl: v0.17.3,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Huijzer, Rik, LudovicoBessi, Hoffimann, Júlio, Evalparse, Muhr, David, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Sayantan Sadhu, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz",10.5281/zenodo.6336424,Zenodo,2022
alan-turing-institute/MLJ.jl: v0.16.10,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Huijzer, Rik, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David",10.5281/zenodo.5574645,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.11,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Huijzer, Rik, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David",10.5281/zenodo.5611938,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.6,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina",10.5281/zenodo.5009153,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.9,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Huijzer, Rik, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David",10.5281/zenodo.5548650,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.7,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David",10.5281/zenodo.5052776,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.8,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Huijzer, Rik, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Panigrahi, Ashish, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David",10.5281/zenodo.5482053,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.2,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina, ExpandingMan",10.5281/zenodo.4716836,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.3,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina",10.5281/zenodo.4733307,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina, ExpandingMan",10.5281/zenodo.4655297,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.5,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina",10.5281/zenodo.4964178,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina, ExpandingMan",10.5281/zenodo.4517718,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.16.4,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina",10.5281/zenodo.4744923,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.13.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Dilum Aluthge, , Ed, Samaroo, Julian, Azev77, Swenkel, Hoffimann, Júlio, Evalparse, Squire, Kevin, Borregaard, Michael Krabbe, Sjvollmer, Kadowaki, Shuhei, Clarman Cruz, St-Jean, Cédric, Nies, David, Gabasova, Evelina, TagBot, Julia, Kryohi, , Nils, Hönig, Robert, Venkateshprasad, Ashrya Agrawal",10.5281/zenodo.4009959,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.14.0,Github-Actions[Bot],10.5281/zenodo.4041264,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.15.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Dilum Aluthge, , Ed, Samaroo, Julian, Azev77, Swenkel, Hoffimann, Júlio, LudovicoBessi, Evalparse, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina, TagBot, Julia, Kryohi",10.5281/zenodo.4294264,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.14.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Dilum Aluthge, , Ed, Samaroo, Julian, Azev77, Swenkel, Hoffimann, Júlio, Evalparse, Squire, Kevin, Borregaard, Michael Krabbe, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Gabasova, Evelina, TagBot, Julia, Kryohi, , Nils, Hönig, Robert, Venkateshprasad",10.5281/zenodo.4105616,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.15.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric, Nies, David, Weber, David, Gabasova, Evelina, ExpandingMan",10.5281/zenodo.4420358,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.15.2,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Okon Samuel, Vollmersj, Giordano, Mosè, Dilum Aluthge, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, LudovicoBessi, Hoffimann, Júlio, Evalparse, Prats, David Buchaca, Squire, Kevin, Borregaard, Michael Krabbe, Oleskiewicz, Sjvollmer, Kadowaki, Shuhei, Dirks, Bas, Clarman Cruz, St-Jean, Cédric",10.5281/zenodo.4465081,Zenodo,2021
alan-turing-institute/MLJ.jl: v0.11.4,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Azev77, Evalparse, Hoffimann, Júlio, Kadowaki, Shuhei, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Dilum Aluthge, Pshashk, Lhnguyen-Vn, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, St-Jean, Cédric",10.5281/zenodo.3833868,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.4,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Azev77, Evalparse, Hoffimann, Júlio, Kadowaki, Shuhei, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Dilum Aluthge, Pshashk, Lhnguyen-Vn, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, St-Jean, Cédric",10.5281/zenodo.3833868,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.3,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Azev77, Hoffimann, Júlio, Kadowaki, Shuhei, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Dilum Aluthge, Pshashk, Lhnguyen-Vn, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, St-Jean, Cédric",10.5281/zenodo.3825966,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.6,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Okon Samuel, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Hoffimann, Júlio, Evalparse, Dilum Aluthge, Squire, Kevin, Borregaard, Michael Krabbe, Sjvollmer, Kadowaki, Shuhei, St-Jean, Cédric, Gabasova, Evelina, TagBot, Julia, Kryohi, , Nils, Hönig, Robert, Venkateshprasad, Ashrya Agrawal, Lhnguyen-Vn, Pshashk",10.5281/zenodo.3941319,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.2,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3776956,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.12.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Okon Samuel, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Samaroo, Julian, Azev77, Swenkel, Hoffimann, Júlio, Evalparse, Dilum Aluthge, Squire, Kevin, Borregaard, Michael Krabbe, Sjvollmer, Kadowaki, Shuhei, St-Jean, Cédric, Gabasova, Evelina, TagBot, Julia, Kryohi, , Nils, Hönig, Robert, Venkateshprasad, Ashrya Agrawal, Lhnguyen-Vn, Pshashk",10.5281/zenodo.3923109,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3765808,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.10.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3711094,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.10.3,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Ashrya Agrawal, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3739452,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.11.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Ashrya Agrawal, Venkateshprasad, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3775300,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.10.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Okon Samuel, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3706574,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.10.2,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Okon Samuel, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Pshashk, Lhnguyen-Vn, Azev77, Ashrya Agrawal, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3726622,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.8.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Okon Samuel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3635093,Zenodo,2020
alan-turing-institute/MLJ.jl v0.9.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Okon Samuel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3665340,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.9.3,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Okon Samuel, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Azev77, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3692713,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.9.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Okon Samuel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3667059,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.9.2,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, Okon Samuel, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, TagBot, Julia, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3687355,Zenodo,2020
alan-turing-institute/ds-ai-educators-programme: 1.0 Initial release,"Magill, Ayesha, Mishkanemes, Forshaw, Matt, Pérez-Suárez, David",10.5281/zenodo.8238621,Zenodo,2023
alan-turing-institute/ds-ai-educators-programme: 1.0 Initial release,"Magill, Ayesha, Mishkanemes, Forshaw, Matt, Pérez-Suárez, David",10.5281/zenodo.8238622,Zenodo,2023
alan-turing-institute/skills: 1.0 Initial release,"Mishkanemes, Snietopski",10.5281/zenodo.8238602,Zenodo,2023
alan-turing-institute/skills: 1.0 Initial release,"Mishkanemes, Snietopski",10.5281/zenodo.8238603,Zenodo,2023
Scivision and EDS book: making computer vision and data science more accessible for Environmental scientists,"Coca-Castro, Alejandro, Conner, Alden",10.5281/zenodo.8139015,Zenodo,2023
Scivision and EDS book: making computer vision and data science more accessible for Environmental scientists,"Coca-Castro, Alejandro, Conner, Alden",10.5281/zenodo.8139014,Zenodo,2023
iDAH Research Software Engineering (RSE) Steering Group Working Paper,"Sichani, Anna-Maria, Ahnert, Ruth, Baker, James, Beavan, David, Ciula, Arianna, Crouch, Stephen, De Roure, David, Francois, Pieter, Hetherington, James, Jeffries, Neil, McGillivray, Barbara, Ridge, Mia, Terras, Melissa, Tupman, Charlotte, Turner, Mark, Weinzierl, Marion, Willcox, Pip, Winters, Jane, Wynne, Martin, Smithies, James",10.5281/zenodo.8177926,Zenodo,2023
iDAH Research Software Engineering (RSE) Steering Group Working Paper,"Sichani, Anna-Maria, Ahnert, Ruth, Baker, James, Beavan, David, Ciula, Arianna, Crouch, Stephen, De Roure, David, Francois, Pieter, Hetherington, James, Jeffries, Neil, McGillivray, Barbara, Ridge, Mia, Terras, Melissa, Tupman, Charlotte, Turner, Mark, Weinzierl, Marion, Willcox, Pip, Winters, Jane, Wynne, Martin, Smithies, James",10.5281/zenodo.8060002,Zenodo,2023
iDAH Research Software Engineering (RSE) Steering Group Working Paper,IDAH Research Software Engineering (RSE) Steering Group,10.5281/zenodo.8060003,Zenodo,2023
The Turing Way - supporting reproducibility and Open Research,"Herterich, Patricia",10.5281/zenodo.2566430,Zenodo,2019
Research Community Management Team at the Turing,"Batchelor, Sophia, Zormpa, Eirini",10.5281/zenodo.8136095,Zenodo,2023
Research Community Management Team at the Turing,"Batchelor, Sophia, Zormpa, Eirini",10.5281/zenodo.8136096,Zenodo,2023
Turing Research Innovation Cluster for Digital Twins (TRIC-DT): Innovation and Impact Hub,"Gould van Praag, Cassandra",10.5281/zenodo.8102422,Zenodo,2023
Turing Research Innovation Cluster for Digital Twins (TRIC-DT): Innovation and Impact Hub,"Gould van Praag, Cassandra",10.5281/zenodo.8112590,Zenodo,2023
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.3332807,Zenodo,2023
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.7587336,Zenodo,2023
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.8169292,Zenodo,2023
Illustrations from the Turing Way book dashes,"Community, The Turing Way, Scriberia",10.5281/zenodo.4323154,Zenodo,2020
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.5706310,Zenodo,2021
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.6560477,Zenodo,2022
Illustrations from the Turing Way book dashes,"Community, The Turing Way, Scriberia",10.5281/zenodo.4906004,Zenodo,2021
Illustrations from The Turing Way: Shared under CC-BY 4.0 for reuse,"Community, The Turing Way, Scriberia",10.5281/zenodo.6821117,Zenodo,2022
